"id","code","name","parent_id","enabled","dest"
1090,"P36","建筑维修工程",1049,1,"工业与民用房屋鉴定及维修工程，古建筑维修等。"
1091,"P40","给水、排水工程综合",1050,1,"术语、符号、制图、给水量、排水量、水质及水源卫生防护等。"
1092,"P41","室外给水、排水工程",1050,1,"工业与民用取水、输配水与水处理，雨水、污水管道及泵站，污水、污泥处理、利用、运营及维修等。"
1093,"P42","建筑给水、排水工程",1050,1,"建筑给水、排水系统，加压与供热水系统等工程。"
1094,"P45","供热、供气、空调及制冷工程综合",1051,1,"术语、符号、制图等。"
1095,"P46","供热、采暖工程",1051,1,"供热系统、采暖分区与采暖系统，供热管道、锅炉房的运营及维修等。"
1096,"P47","供气工程",1051,1,"燃气、氧气、氮气、乙炔气、压缩空气等制气站，输气管道、室内燃气供应系统的运营及维修等。"
1097,"P48","通风、空调工程",1051,1,"通风、空调、除尘、空气净化等系统及其运营维修等。"
1098,"P49","制冷工程",1051,1,"冷冻、冷藏系统及冷库等工程。"
1099,"P50","城乡规划",1052,1,"基础标准，城市规划用地、城市居住区规划、乡镇建设规划、风景名胜区规划等。"
1100,"P51","城市交通工程",1052,1,"基础标准，城市道路、轮渡码头、公共交通及其运营与维修等。地下铁道部分入P65。"
1101,"P52","索道工程",1052,1,"基础工程，客、货运输索道及其安全维护等。"
1102,"P53","园林绿化与市容卫生",1052,1,"基础标准，城市绿化、园林、风景名胜的保护、市容卫生、环境卫生、城市垃圾处理等。"
1103,"P55","水利、水电工程综合",1053,1,"术语、符号、制图、水工试验等。"
1104,"P56","流域规划与江河整治工程",1053,1,"江、河、湖、泊规划，水资源开发利用，区域和水流域治理工程等。"
1105,"P57","灌溉排水与水土保持工程",1053,1,"灌溉、排水系统，提水、喷滴灌工程，土攘改良、各类防护林等。"
1106,"P58","防洪、排涝工程",1053,1,"城乡与工矿区的防洪、排涝工程等。"
1107,"P59","水电工程",1053,1,"枢纽工程等级，各种闸坝、溢洪道、输水渠道、通航与过木等水工构筑物，导截流土石方开挖与填筑，水力发电站工程等。"
1108,"P60","电力工程综合",1054,1,"术语、符号、制图等。"
1109,"P61","发电站工程",1054,1,"火力发电站、核能发电站、燃气轮机发电站、地热发电站、潮汐发电站、风力发电站、太阳能发电站等工程。水力发电站工程入P59。"
1110,"P62","输、变电工程",1054,1,"送电线路、变电所、过电压保护、继电保护和自动控制、线路安全防护等。"
1111,"P63","供、配电工程",1054,1,"工业用民用供电系统，高、低压配电装置，通用及电热设备电力装置，危险场所电力装置，防雷与接地装置，照明配电线路及装置等。"
1112,"P64","核工业工程",1054,1,"基础标准，铀矿冶炼、浓缩铀生产辐射防护工程，辐射环境质量评价等。"
1113,"P65","铁路工程",1055,1,"基础标准，铁路干线，工业企业铁路、林区铁路、地方铁路、地下铁道、轻轨交通的线路、站场及枢纽，牵引供电，信号及通信等工程。"
1114,"P66","公路工程",1055,1,"基础标准，路基、路面、标志、通信、防护设施、客货站，林区公路等工程。"
1115,"P67","港口与航道工程",1055,1,"基础标准，港口总体设计，码头、防波堤、航道疏和整治，船闸、航标等工程。"
1116,"P68","航空、航天工程",1055,1,"基础标准，导航雷达系统、机场跑道、航天地面设备等工程。"
1117,"P70","矿山、煤炭工程",1056,1,"基础标准，井巷、露天剥离、采矿与运输、洗选工程等。"
1118,"P71","石油工程",1056,1,"基础标准，陆地、海洋油气田工程等。"
1119,"P72","石化、化工工程",1056,1,"基础标准，炼油厂、石油化工厂、化纤厂、化肥厂、碱厂等。"
1120,"P73","冶金工业工程",1056,1,"基础标准，黑色和有色金属的烧结厂、冶炼厂、轧制厂、加工厂等。"
1121,"P74","建筑材料工业工程",1056,1,"基础标准，非金属矿加工厂、玻璃厂、水泥厂、陶瓷厂、耐火材料厂、玻璃钢厂、人工晶体厂等。"
1122,"P75","林产工业工程",1056,1,"基础标准，林业局（场）总体设计，木材水陆运输，各类制材、人造板、林产化学工业工程等。"
1123,"P76","通信工程",1056,1,"基础标准，邮电局，通信电源，长途通信、微波通信、光纤通信、通信卫星地面站、工业企业通信等工程。"
1124,"P77","广播、电影、电视工程",1056,1,"基础标准，播控，节目传送，发送天馈线系统，收听、监测试验，有线广播、电视等工程。"
1125,"P80","机械、仪表制造业工程",1057,1,"基础标准，铸造、锻造、焊接、热处理车间、工厂，仪器、仪表厂，机械制造、汽车、机车、车辆、飞机厂等工程。"
1126,"P82","电子制造业工程",1057,1,"基础标准，电子元器件厂、电子计算机厂等工程。"
1127,"P83","船舶工业工程",1057,1,"基础标准，造船厂、船坞、船台等工程。"
1128,"P84","炸药与火工品工业工程",1057,1,"基础标准，炸药、火药、火工品工厂及其安全防护等工程。"
1129,"P81","电工制造业工程",1057,1,"基础标准，电机、电器、电线、电缆厂等工程。"
1130,"P85","农牧、农垦工程",1058,1,"基础标准，土地资源调查、土地利用分类、土地评价、土地规划、农场规划、农产品贮存与加工、蓄禽饲养、牧场工程等。"
1131,"P86","林业工程",1058,1,"基础标准，森林资源调查、林场规划，各种营造林、自然保护区、林木种子园、种子苗圃、护林机场工程等。"
1132,"P87","水产与渔业工程",1058,1,"基础标准，渔港总体设计，水产品养殖与加工等工程。"
1133,"P88","轻工业工程",1058,1,"基础标准，制糖、造纸、制盐、制烟、制酒、面粉、食用油脂、饲料、食品、五金、服装、家具、日用化学制品、皮革、塑料制品厂等。"
1134,"P89","纺织工业工程",1058,1,"基础标准，纺织厂、印刷厂、麻纺厂、毛纺厂、针织厂等工程。"
1135,"P90","工业设备安装工程综合",1059,1,"术语、符号、图例、通用检验方法等。"
1136,"P91","电气设备安装工程",1059,1,"高压电器、低压电器、变压器、互感器、旋转电机、配电及自动化仪表、输变电线路、电气照明、建筑防雷系统等安装工程。"
1137,"P92","电信设备安装工程",1059,1,"电话、广播、电视系统、电子自动控制系统等安装工程。"
1138,"P93","机械设备安装工程",1059,1,"金属切削机床、锻压机械、铸造设备、起重设备、电梯、连续运输设备、空气分离设备、压缩机、风机、泵、锅炉、柴油机等安装工程。"
1139,"P94","金属设备与工艺管道安装工程",1059,1,"气体发生设备、水处理设备、金属容器、化学反映塔和釜等金属设备，各种金属管道、混凝土管道、通用工艺管道等安装工程。"
1140,"P95","施工机械设备综合",1060,1,"术语、分类、系列、型号等。"
1141,"P96","作业设备与仪器仪表",1060,1,"金属组合模板，金属脚手架及卡具，混凝土非破坏检测仪器，钢筋测力仪器等。"
1142,"P97","建筑工程施工机械",1060,1,"石加工机械，砌筑机具，钢筋加工机械，预应力筋加工与张位机具，吊装机具，混凝土机械，装修机械，桩工机械，路面机械，压实机械，桥梁隧道与管道施工机械，建筑起重机械，高空作业机械，挖土机械，铲土运输机械，装载机械，推土机械等。"
1143,"P98","水利工程施工机械设备",1060,1,"吸泥泵，提升机等。"
1144,"Q00/09","建材综合",15,1,
1145,"Q10/29","建材产品",15,1,"金属材料入H类，木材入B68/71，竹材入B67。"
1146,"Q30/39","陶瓷、玻璃",15,1,"日用陶瓷、玻璃制品入Y20/24。"
1147,"Q40/49","耐火材料",15,1,
1148,"Q50/59","炭素材料",15,1,
1149,"Q60/69","其他非金属矿制品",15,1,"研磨材料入J43。"
1150,"Q70/79","建筑构配件与设备",15,1,
1151,"Q80/89","公用与市政建设器材设备",15,1,
1152,"Q90/99","建材机械与设备",15,1,"窑炉、熔炉入各有关建材设备类目。建筑塑料制品用机械入G95。"
1153,"Q00","标准化、质量管理",1144,1,"标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。"
1154,"Q01","技术管理",1144,1,"技术文件管理，能源管理，设备、工具管理等。"
1155,"Q02","经济管理",1144,1,"计划、供销、财务、劳资管理等。"
1156,"Q04","基础标准与通用方法",1144,1,"术语，符号，取样、制样方法等。"
1157,"Q07","电子计算机应用",1144,1,
1158,"Q08","标志、包装、运输、贮存",1144,1,
1159,"Q09","卫生、安全、劳动保护",1144,1,
1160,"Q10","建材产品综合",1145,1,"术语、符号、分类、命名、通用分析和试验方法（含防火试验、无损检验）、检验规则等。"
1161,"Q11","水泥",1145,1,"各种水泥及其分析、试验方法等。水泥袋入此。"
1162,"Q12","水泥混合材与外加剂",1145,1,"水泥用矿渣、铝渣、减水剂、增塑剂等。"
1163,"Q13","混凝土、集料、灰浆、砂浆",1145,1,"钢丝网混凝土，预拌混凝土，纤维增强混凝土，砂石集料，砌筑灰浆、砂浆等。"
1164,"Q14","混凝土制品",1145,1,"商品性生产的定型产品，如电杆、管、块、瓦等。"
1165,"Q15","墙体",1145,1,"砖、砌块、隔墙板、外墙板等。"
1166,"Q17","屋面、铺面防水与防潮材料",1145,1,"沥青、纤维增强沥青、聚氯乙烯等防水卷材，油毡，铺面砖，粘土瓦等。水泥瓦入Q14，油膏入Q24。"
1167,"Q18","装修材料",1145,1,"壁纸、装饰瓦、嵌板、饰面板、建筑涂料等。通用涂料入G50/52，装饰布入W类，瓷砖入Q31，饰面石材入Q21，饰面塑料制品入Q22。"
1168,"Q20","筑路材料",1145,1,"碎石等。沥青入E43，铁路道碴入S05。"
1169,"Q21","石材制品",1145,1,"大理石、花岗岩、水磨石制品等。"
1170,"Q22","建筑用塑料制品",1145,1,"塑料波型板，塑料地板、卫生设备及其配件等。"
1171,"Q23","纤维增强复合材料",1145,1,"有机纤维、无机纤维、混杂纤维增强复合材料及制品，玻璃钢制品等。"
1172,"Q24","密封材料",1145,1,"油膏、油灰、嵌缝材料等。"
1173,"Q25","绝热、吸声、轻质与防火材料",1145,1,"泡沫玻璃、加气混凝土、轻骨料、珍珠岩、蛭石、玻璃棉、岩棉、硅酸钙、矿碴棉等及其制品（如：毡、板、块、壳）。"
1174,"Q27","粘结材料",1145,1,"建筑胶粘剂、石灰、石膏、棱苦土等。"
1175,"Q30","陶瓷、玻璃综合",1146,1,"术语、符号、分类、命名、通用分析和试验方法、检验规则等。"
1176,"Q31","建筑卫生陶瓷",1146,1,"卫生洁具及其配件、瓷砖、地砖、陶管等。"
1177,"Q32","特种陶瓷",1146,1,"耐酸陶瓷、耐高温陶瓷、工程陶瓷等。绝缘陶瓷入K48，压电陶瓷入L18或L21，化工用陶瓷设备入G94。"
1178,"Q33","建筑玻璃",1146,1,"普通平板玻璃、浮法玻璃、夹丝玻璃、压花玻璃、中空玻璃等。"
1179,"Q34","工业技术玻璃",1146,1,"钢化玻璃、磨光玻璃、夹层玻璃、电加热玻璃、制板玻璃等。"
1180,"Q35","石英玻璃",1146,1,"各种石英玻璃及其制品等。"
1181,"Q36","玻璃纤维",1146,1,"无捻、有捻纱，短切毡、表面毡等。玻璃布、玻璃带入此。玻璃毡入Q25。"
1182,"Q37","特种玻璃",1146,1,"熔封玻璃、微晶玻璃等。电真空玻璃入L90，光学玻璃入N05。"
1183,"Q38","铸石",1146,1,"铸石粉、铸石制品等。"
1184,"Q40","耐火材料综合",1147,1,
1185,"Q41","硅质耐火材料",1147,1,
1186,"Q42","粘土质、高铝质耐火",1147,1,
1187,"Q43","碱性耐火材料",1147,1,"镁、铬镁、白云石等耐火材料。"
1188,"Q44","特种耐火材料",1147,1,"镁碳、铝碳、碳化硅、含氮、电熔等耐火材料。"
1189,"Q45","定型隔热耐火材料",1147,1,"轻质耐火材料（如隔热耐火砖、绝热板、耐火纤维）等。"
1190,"Q46","不定型耐火材料",1147,1,"耐火泥、耐火集料等。"
1191,"Q47","耐火纤维",1147,1,
1192,"Q49","其他耐火材料",1147,1,"耐酸、耐碱、耐剥落耐火材料等。"
1193,"Q50","炭素材料综合",1148,1,"术语、分类、命名、通用分析和试验方法、检验规则等。"
1194,"Q51","石墨材料",1148,1,"石墨乳、膨胀石墨、石墨电极、电工用石墨型材等。"
1195,"Q52","炭素材料",1148,1,"炭素、炭块、炭糊、炭电极、电工用炭素型材等。"
1196,"Q53","特殊炭素材料",1148,1,"炭纤维、热介石墨、核石墨、光谱石墨、细结构石墨、高纯石墨、树脂炭、复合材料等。"
1197,"Q60","其他非金属矿制品综合",1149,1,"术语、分类、命名等。"
1198,"Q61","石棉材料",1149,1,"石棉布、绳、带、板、粉、石棉摩擦型材等。石棉水泥制品入Q14。"
1199,"Q62","石膏制品",1149,1,"石膏板、条、嵌板等。牙科用石膏入C33，粉笔、美术石膏制品分别入Y50和Y88。"
1200,"Q63","云母剥片与制品",1149,1,"人工合成云母入此。电工用云母剥片与制品入K15。"
1201,"Q64","滑石材料",1149,1,
1202,"Q65","人工晶体",1149,1,"人工石英晶体、人造宝石、人造金刚石、玻璃态碳材料、非线性晶体材料、氧化物晶体、氟化物晶体、硫化物晶体等。"
1203,"Q69","其他非金属矿制品",1149,1,"硅藻土制品等。"
1204,"Q70","建筑构配件与设备综合",1150,1,"术语、系列、模数、配合等。"
1205,"Q71","木构配件",1150,1,"木衍架、胶合木构件、木门窗、木地板、木隔断、踢脚板、扶手、挂镜线、木活动房屋等。"
1206,"Q72","混凝土构配件",1150,1,"混凝土制作，钢盘混凝土与预应力混凝土板、楼梯、楼面梁、吊车梁、衍架、独立柱、独立基础、桩、装饰构件、涵管、盒子结构等。"
1207,"Q73","金属构配件",1150,1,"钢吊车梁、钢屋架、钢网架、钢独立柱、金属门窗与配件、建筑用金型异型材、金属装饰制品、金属活动房屋、预应力锚夹具等。建筑五金入Y71。"
1208,"Q74","塑料构配件",1150,1,"塑料门窗、栏杆、扶手、拉手、挂镜线、踢脚板、窗台板、窗帘盒、混凝土保护层塑料卡等。塑料波型板入Q22，通用塑料管入G33。"
1209,"Q75","室内固定设备与器械",1150,1,"壁橱、固定的厨房设备与器具、教师黑板与讲台、影剧院座椅、体育馆运动器械等。"
1210,"Q76","建筑暖通、空调器材设备",1150,1,"建筑采暖、通风，除尘、空调、空气净化等器材设备与专用仪器、仪表等。通用的压缩机、风机、制冷设备入J72/73，管件入Y71。"
1211,"Q77","建筑电器与防灾器材设备",1150,1,"建筑电器、通信、防火、防雷、防震及人防等器材设备。通用的电器入K类，通信设备入M类。"
1212,"Q78","电梯",1150,1,"客、货电梯、自动扶梯、自动人行道等。"
1213,"Q80","公用与市政建设器材设备综合",1151,1,"术语、分类、系列等。"
1214,"Q81","供水、排水器材设备",1151,1,"工业与民用水质、水量、取水、输水、净水、污水与污泥处理、消毒用器材设备，滤水器材、吸附、净化剂，专用仪器仪表、检测控制设备、卫生器材设备，专用金属和非金属管道、管件，管道疏通机，管道修补检查设备等。通用管件入Y71。"
1215,"Q82","供气器材设备",1151,1,"城市燃气气质、气量、制气、储气、输送应用设备，专用仪器仪表、检测控制设备，专用金属、非金属管道、管件，室内燃气应用设备（入煤气灶）等。天然气、液化天然气入E24。液化石油气入E46，通用管件入Y71。"
1216,"Q83","供热器材设备",1151,1,"热量、热值、热源专用设备，供热管网专用管道、管件（如石棉水泥管）、支座，专用仪器、检测控制设备，供热水器材设备等。锅炉入J78，通用管件入Y71。"
1217,"Q84","城市交通设施",1151,1,"城市交通流量、标志，专用牵引供电、通信、信号系统，服务器材和设施，轮渡、索道、缆车、公共汽车、地铁车辆、无轨电车、有轨电车、轻轨车等设施及其系统。通用的牵引供电入K63，通信设备入M30/49，船舶、地铁车辆、公共汽车的通用部分分别入U、S、T类。"
1218,"Q85","城市道路器材设施",1151,1,"道路、桥梁、隧道的构配件、运营设备及养护管理设施等。"
1219,"Q86","市容卫生器材设施",1151,1,"垃圾、粪便收运车船、水面清扫船、街道清扫设备，垃圾无害处理、填埋、焚烧设备，堆肥处理设备，垃圾容器，厕所车、粪便无害处理系统，除臭剂、除冻设备、各种标志等。车船通用部分入各有关大类。"
1220,"Q87","园林动植物及其器材",1151,1,"园林植物及其栽培设施，观赏动物及其饲养设施，树木、草皮、花卉种植机械、工具、观赏游乐设施，大型游艺设备等。"
1221,"Q90","建材机械与设备综合",1152,1,"术语、分类、命名、设计计算规范、通用试验方法等。"
1222,"Q91","制砖与制瓦设备",1152,1,
1223,"Q92","水泥与水泥制品设备",1152,1,"水泥生产设备，水泥制品成型、养护等设备。"
1224,"Q93","玻璃、玻璃纤维用设备",1152,1,"熔炉、玻璃、玻璃纤维制造机械，玻璃压花、夹丝、磨光、钢化设备等。"
1225,"Q94","陶瓷用设备",1152,1,"泥浆制备、浇注、成型、磨光、施釉、窑炉等设备。"
1226,"Q95","耐火材料用设备",1152,1,"窑炉、粉碎、筛分、成型机具及人造金刚石工具、切机、砂锯等。"
1227,"Q96","炭素制品用设备",1152,1,
1228,"Q99","其他建材设备",1152,1,"余热利用设备等。"
1229,"R00/09","公路、水路运输综合",16,1,
1230,"R10/19","公路运输",16,1,
1231,"R20/29","水路运输",16,1,
1232,"R30/39","船舶维护与修理",16,1,"船舶维护与修理用工艺、工装分别入下列各有关类目。"
1233,"R40/49","港口装卸",16,1,
1234,"R50/59","救助、打捞与潜水",16,1,
1235,"R60/69","航道与航标",16,1,
1236,"R80/89","交通管理",16,1,
1237,"R00","标准化、质量管理",1229,1,"标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。"
1238,"R01","技术管理",1229,1,"技术文件管理、能源管理、设备与工具管理等。"
1239,"R02","经济管理",1229,1,"计划、供销、财务、劳资管理等。"
1240,"R04","基础标准与通用方法",1229,1,"术语、符号，环境条件，经济论证方法，试验、测定、检验、标定方法、环境保护管理、环保设备配备等。公路路徽、船徽及制服入此。通用的环境条件及其试验方法入A21。"
1241,"R06","运输材料消耗与节能",1229,1,"材料（如：燃料油、润滑油、轮胎索具）消耗定额、测试方法、节能技术及管理等。"
1242,"R07","电子计算机应用",1229,1,"公路、水路运输的文件格式管理，代码、编码、符号等。"
1243,"R08","标志、包装、运输、贮存",1229,1,
1244,"R09","卫生、安全、劳动保护",1229,1,"公路、水路运输的安全要求，港口、航道、航标、救助与打捞作业安全，防护技术、安全设备配备定额及仓库、堆场、油库防尘与防爆等。舱内卫生与食品卫生制度。货物运输、贮存的防止污染规定等。港口、航道污染物、有害物的分析方法入Z29。"
1245,"R10","公路运输综合",1230,1,"术语、符号、信号、标志及标线、环境卫生要求、驾驶培训与等级的考核、交通监理规则、公路运输、调度管理等。"
1246,"R11","客运",1230,1,"客运管理、服务质量、作业方法，客运设施及票证格式等。"
1247,"R12","货运",1230,1,"货运质量及管理、作业方法，货运设施及票证格式等。"
1248,"R13","公路集装箱运输及成组运输",1230,1,"集装箱、集装袋及成组单元化货物运输技术要求等。集装箱、集装袋、托盘及其维护修理入A85。"
1249,"R14","货物装卸",1230,1,"装卸设备操作、管理及维修保养规则，装卸质量等。"
1250,"R15","仓库、堆场作业及管理",1230,1,"仓库、堆场管理规则，货物出、入库（场）作业规程等。"
1251,"R16","公路车辆使用、维护与维修",1230,1,"汽车使用、保养规程，修理技术及质量要求等。"
1252,"R17","公路车辆维修设备",1230,1,"汽车保养、修理、检测用设备、机具等。"
1253,"R18","公路防护与养护",1230,1,"防护墙、护坡、护栏及公路养护技术规范等。"
1254,"R19","公路养路机械及其使用与维修",1230,1,"养路机、养路车、沥青洒布机、灰土拌合机、手扶压路机、热拌机等。"
1255,"R20","水路运输",1231,1,"术语、代号、船舶建造要求、船舶使用年限与报废标准、设备配备、水运调度管理、运输指标体系、外轮代理业务管理等。"
1256,"R21","船舶驾驶与轮机管理",1231,1,"设备管理、技术操作规程、使用巡检作业要求等。"
1257,"R22","船舶航行安全与传播安全标准",1231,1,"救生艇和水上漂浮配备标准、驾驶安全情报用仪器仪表的技术要求，船舶安全标准等。"
1258,"R24","客运",1231,1,"船室设备配备、客运管理、服务质量、作业方法、货运设施及票证格式等。"
1259,"R25","货运",1231,1,"海洋及内河船舶货运规则，散货、件杂货、危险货配载及运输作业要求，绑扎加固与设备，顶推、拖带和分节驶运输作业规程等。"
1260,"R26","水路集装箱运输及成组运输",1231,1,"集装箱、集装袋、托盘、网络、成组运输的技术要求，系栓加固和检验方法，作业管理等。集装箱、集装袋、托盘及其维护修理入A85。"
1261,"R27","气垫船运输",1231,1,
1262,"R28","船舶通信、导航设备的管理、使用及维修",1231,1,"管理、使用及维修规程，工作标准等。"
1263,"R29","海岸电台通信设备的管理、使用及维修",1231,1,"海岸电台通信设备的管理、使用与维修规程，工作标准等。公路、通信设备的管理、使用与维修规程等入此。"
1264,"R30","船舶维护与修理综合",1232,1,"船舶修理类别、间隔期、范围及工作程序等。"
1265,"R31","船体与舾装维护修理",1232,1,"维护修理技术要求等。"
1266,"R32","船用主辅机及管路附件维护修理",1232,1,"船用内燃机、蒸汽机、燃汽轮机及其零部件，机舱设备、舱室辅机、轴系和舵系设备、锅炉及其附件、阀件、管件等的维护修理技术要求。"
1267,"R33","船舶专用装备维护修理",1232,1,"挖泥专用设备等的维护修理技术要求。"
1268,"R34","船用电气、观通、导航设备维护修理",1232,1,"船用电控装置、照明、日用电器、导航设备、通信设备、观察设备等的修理技术要求。"
1269,"R40","港口装卸综合",1233,1,"术语、符号、标志、港口装卸机械参数系列等。"
1270,"R41","港口作业调度",1233,1,"船舶装卸、车辆、装卸机械作业调度规程等。"
1271,"R42","港口通信与导航",1233,1,"港口雷达系统的配备、技术要求、设备管理、操作和测试方法、以及维护修理，港船、港内及国际通信作业规程，港口导航台（站）作业规程等。"
1272,"R43","港口装卸作业",1233,1,"散货、件杂货、木材、危险货物、冶金产品、集装箱和成组货物装卸工艺及作业方法等。"
1273,"R44","港口仓库、堆场作业与管理",1233,1,"仓库与堆场货物出入、堆码、保管作业规程，工属具防护设备配备，理货技术要求及作业管理等。"
1274,"R45","港口专用设施",1233,1,"港口客运站、供电站、照明设备、计量设备配备标准，港口供油、供水设备配备及作业标准，港口防污设备及其管理、使用、维修标准等。"
1275,"R46","港口装卸机械及属具",1233,1,"港口装卸专用起重、输送机械，库场、船舱作业机械，以及抓斗、吊具等工属具的制造、操作与维修。通用装卸机械入J83。"
1276,"R50","救助、打捞与潜水综合",1234,1,"术语、作业标志、救助目标测定等。"
1277,"R51","救助与打捞",1234,1,"沉船勘测、乳筒、浮吊、封舱、爆破解体、打捞技术要求，搁浅与沉船拖航，地龙设计与施工，海上救生技术要求等。"
1278,"R52","水下环境条件与试验方法",1234,1,"水下设备环境条件及导则，水压、水温、湿度、热辐射、振动等测量方法，水下测厚、探伤、摄影、录像、焊接、爆破环境条件等。"
1279,"R53","潜水与潜水生理条件",1234,1,"潜水员生理条件，呼吸气体成分，潜水深度等级，潜水上浮水深分级，空气潜水、混合气体潜水、饱和潜水的要求等。"
1280,"R54","水下服务",1234,1,"水下焊接、切割、爆破、探伤、摄影等技术条件及操作规程。"
1281,"R55","潜水装备",1234,1,"潜水装备分类、品种、规格与技术条件，辅助设备技术条件与配备，以及设备的维修等。"
1282,"R56","救捞装置",1234,1,"救捞装备（救捞浮筒、胶管接头、攻泥器、空气分配箱、水下焊条等）分类、品种、规格、技术条件及其维修等。"
1283,"R60","航道与航标综合",1235,1,"术语，符号，内河通航和海轮通航标准，航标分类和命名、等级、型号、设计计算方法等。"
1284,"R61","航道管理与养护",1235,1,"航行布告规定，航道整治规划线确定原则，航道水域管理规则，航道尺度确定标准等。"
1285,"R62","航标产品",1235,1,"品种、规格、技术条件，航标用灯器、电源装置、远控设备、雾号装置等。"
1286,"R63","航标设置与操作",1235,1,"海区和内河航标的设置标准，技术要求，操作规程等。"
1287,"R64","航标管理与维修",1235,1,"航标、灯塔、航标船艇、指向标站的作业、管理及设备维修等。"
1288,"R80","交通管理综合",1236,1,"术语、符号、分类、等级、方法、标线、驾驶员管理等。"
1289,"R81","交通事故管理",1236,1,"事故的分类、勘察、处理、统计、分析、验证等。"
1290,"R82","车辆管理",1236,1,"车辆的安全监督、检验、登记（包括非机动车）等。"
1291,"R84","交通秩序管理",1236,1,"交通组织、违章、道路秩序、静态交通及评价等。"
1292,"R85","交通信息管理",1236,1,"信息的收集、处理、传递、使用、保存等。"
1293,"R86","交通安全检测器材",1236,1,"品种规格、技术条件、检验方法等。"
1294,"R87","交通控制系统",1236,1,"系统的设计、设置、使用、评价、管理等"
1295,"S00/09","铁路综合",17,1,
1296,"S10/29","铁路建筑设备",17,1,
1297,"S30/39","机车车辆通用标准",17,1,"机车车辆通用的基础与方法标准，车钩与缓冲装置，制动系统，走行部分，牵引电气设备，机车车辆通用零部件，以及机车车辆制造、检修工艺与设备等。"
1298,"S40/49","机车",17,1,
1299,"S50/59","铁路车辆",17,1,
1300,"S60/69","铁路信号",17,1,
1301,"S70/79","铁路通信",17,1,
1302,"S80/84","牵引供电",17,1,
1303,"S90/99","铁路运输",17,1,
1304,"S00","标准化、质量管理",1295,1,"标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。"
1305,"S01","技术管理",1295,1,"技术文件管理，能源管理，设备、工具管理等。"
1306,"S02","经济管理",1295,1,"计划、供销、财务、劳资管理等。"
1307,"S04","基础标准与通用方法",1295,1,"术语，符号，轨距，限界，电气化铁路电压、电流制，结构物安全度，轮轨关系，铁路内跨专业的设计、计算方法，试验方法，试验规则等。"
1308,"S05","材料",1295,1,"铁路专用材料（如道碴），以及通用材料的选用等。"
1309,"S06","路徽与制服",1295,1,
1310,"S07","电子计算机应用",1295,1,
1311,"S09","安全、卫生、劳动保护",1295,1,"生产安全、劳动卫生、劳动保护及其用品等。通用的安全、卫生、劳动保护入C类。"
1312,"S10","铁路建筑设备综合",1296,1,"术语、符号、图例、线路等级、道岔号数系列、桥梁跨度系列等。"
1313,"S11","线路构件",1296,1,"异型轨、胶接绝缘轨、焊接长钢轨、异型鱼尾板、扣件、轨枕、线路标志等。普通钢轨、鱼尾板、垫板入H52。"
1314,"S12","道岔与钢轨伸缩器",1296,1,"单开、对称、三开、交分道岔，交叉渡线，钢轨伸缩器等。"
