"id","code","name","parent_id","enabled","dest"
1315,"S13","桥涵与隧道构件",1296,1,"钢梁、混凝土梁、管桩、墩台、涵管、隧道砌块等。"
1316,"S14","站、段设备",1296,1,"站场建筑、设备，线路布置，机务段、车辆段设备等。"
1317,"S16","铁路建筑产品制造用设备",1296,1,"制造工艺随产品入各有关类。"
1318,"S17","铁路建筑产品保养与维修",1296,1,
1319,"S19","铁路施工机械",1296,1,"架桥机、铺轨机等铁路专用施工机械。通用的施工机械入P97。"
1320,"S20","铁路施工机械制造工艺与设备",1296,1,
1321,"S21","铁路施工机械使用与维修",1296,1,
1322,"S22","铁路养路机械",1296,1,"捣固机、清筛机、夯坡机等。"
1323,"S23","铁路养路机械制造工艺与设备",1296,1,
1324,"S24","铁路养路机械使用与维修",1296,1,
1325,"S30","机车车辆通用标准综合",1297,1,"术语、符号、分类、命名、标记、设计计算方法、功率确定、动力性能测试等。"
1326,"S31","车钩与缓冲装置",1297,1,"机车用车钩、车辆用车钩、各种缓冲装置等。"
1327,"S32","制动系统",1297,1,"空气制动系统、电空制动系统等。基础制动装置入S33。"
1328,"S33","走动部分",1297,1,"转向架、轴箱、弹簧悬挂系统、减震装置、旁承、轮对、基础制动装置等。"
1329,"S34","通用零部件",1297,1,"机车车辆通用的零部件。"
1330,"S35","牵引电气设备",1297,1,"牵引发电机、牵引电动机、牵引电器等。非轨道运输车辆用牵引电气设备入K63。"
1331,"S38","机车车辆制造用设备",1297,1,"制造工业随产品入各有关类。"
1332,"S39","机车车辆检修工艺与设备",1297,1,
1333,"S40","机车综合",1298,1,"术语、符号、通用方法等。"
1334,"S41","电力机车",1298,1,"铁路干线用电力机车、电力动车等。"
1335,"S42","内燃机车",1298,1,"铁路干线用柴油机车、燃气轮机车、内燃动车等。"
1336,"S43","蒸汽机车",1298,1,"铁路干线用蒸汽机车，工矿铁路用准、窄轨蒸汽机车等。机车锅炉用水处理剂配方入此。"
1337,"S45","工矿电力机车",1298,1,"准、窄轨工矿电力机车，电力动车等。"
1338,"S46","工矿内燃机车",1298,1,"准、窄轨工矿内燃机车，内燃动车等。"
1339,"S49","其他机车",1298,1,"磁垫车、单轨车等。"
1340,"S50","铁路车辆综合",1299,1,"术语、符号、通用方法等。"
1341,"S51","铁路客车",1299,1,"铁路干线用座车、卧车、餐车、邮政行李车、公务车等。"
1342,"S52","铁路货车",1299,1,"铁路干线用各种货车。"
1343,"S53","铁路特种车辆",1299,1,"试验车、发电车。"
1344,"S55","准轨工矿铁路车辆",1299,1,
1345,"S56","窄轨工矿铁路车辆",1299,1,
1346,"S60","铁路信号综合",1300,1,"术语、符号、分类、命名、基本参数、环境条件、信号颜色与试验方法等。通用环境条件及其试验方法入A21。"
1347,"S61","信号器材",1300,1,"铁路信号专用元器件、信号机、转撤机、转换锁闭机、脱轨器、握柄、标志、控制台、轨道电路器材、道口信号设备、信号电源屏幕等。信号电缆入K13。"
1348,"S62","车站联锁",1300,1,"机械、电机、继电联锁、自动选路等。"
1349,"S63","闭塞与计轴设备",1300,1,"自动闭塞、半自动闭塞、速度自动控制、自动停车、计轴设备等。"
1350,"S64","遥控、通信",1300,1,"调度集中，调度监督，小站、大站遥控和遥信，列车运行图自动描绘等。"
1351,"S65","驼峰溜放设备",1300,1,"机械化、自动化驼峰用各种设备。"
1352,"S68","信号产品制造用设备",1300,1,"制造工艺随产品入各有关类。"
1353,"S69","信号检修工艺与设备",1300,1,
1354,"S70","铁路通信综合",1301,1,"分类，命名，制式，电话编码，环境条件，通用设计、试验方法，防干扰等。"
1355,"S71","铁路通信网",1301,1,"电话交换、电报汇接交换及供电设备等。通信电缆入K13，通信支柱、金具入K47。"
1356,"S72","列车广播、电视",1301,1,"列车广播机、闭路电视、脉码调制设备等。"
1357,"S73","铁路通信设备",1301,1,"铁路专用通信设备与各种引入试验架等。通用的通信设备入M30/49。"
1358,"S78","通信产品制造与设备",1301,1,"制造工艺随产品入各有关类。"
1359,"S79","通信检修工艺与设备",1301,1,
1360,"S80","牵引供电综合",1302,1,"术语、符号、牵引供电设计、弱电防护、地下金属结构防腐蚀等。"
1361,"S81","牵引变电",1302,1,"牵引变电所设施，主变压器，主交流机组，补偿电容，控制装置等。"
1362,"S82","接触网零件",1302,1,"电气化铁路（含工矿铁路）接触网导线，承力索，接触网零件等。"
1363,"S83","牵引供电产品制造用设备",1302,1,"制造工艺随产品入各有关类。"
1364,"S84","牵引供电检修工艺与设备",1302,1,
1365,"S90","铁路运输综合",1303,1,"术语、通用方法等。"
1366,"S91","联运",1303,1,"国际联运各种业务规程，联运设备等。"
1367,"S92","客运",1303,1,"客运规程，票证格式，客运业务设备等。"
1368,"S93","货运",1303,1,"货运规程，票证格式，货运业务设备等。集装箱、集装袋、托盘及其维护修理入A85。"
1369,"S94","厂矿运输",1303,1,
1370,"S97","铁路装卸机械",1303,1,
1371,"S98","铁路装卸机械制造用设备",1303,1,"制造工艺随产品入S97。"
1372,"S99","铁路装卸机械使用与检修",1303,1,"检修用设备、工具入此。"
1373,"T00/09","车辆综合",18,1,
1374,"T10/19","汽车发动机",18,1,"内燃机通用的零部件及试验方法等入J90/96。"
1375,"T20/29","汽车底盘与车身",18,1,
1376,"T30/34","车辆通用零部件",18,1,
1377,"T35/39","车用电子、电气设备与仪表",18,1,
1378,"T40/49","汽车",18,1,
1379,"T50/59","专用汽车",18,1,
1380,"T60/69","拖拉机",18,1,
1381,"T70/79","挂车",18,1,
1382,"T80/89","摩托车",18,1,
1383,"T90/99","无轨电车与其他车辆",18,1,
1384,"T00","标准化、质量管理",1373,1,"标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。"
1385,"T01","技术管理",1373,1,"技术文件管理，能源管理，设备与工具管理等。"
1386,"T02","经济管理",1373,1,"计划、供销、财务、劳资管理等。"
1387,"T04","基础标准与通用方法",1373,1,"术语、符号、标志、产品系列型谱和型号编制方法、零部件编码规则、动态试验用人体模型等；振动、耐湿、耐高温、耐低温、抗腐蚀、防尘试验方法等。"
1388,"T05","专用材料及其制品",1373,1,"道路车辆专用的金属、非金属材料及其制品等。"
1389,"T06","工艺与工装",1373,1,"冷、热加工典型工艺，专用工、夹、模具等。"
1390,"T07","电子计算机应用",1373,1,
1391,"T08","标志、包装、运输、贮存",1373,1,
1392,"T09","卫生、安全、劳动保护",1373,1,"车辆卫生、安全与火灾预防等。"
1393,"T10","汽车发动机综合",1374,1,"术语、符号、标志、汽缸点火顺序、功率概念、标准状态及试验方法等。"
1394,"T11","发动机与附属装置",1374,1,"发动机的系列、重量、性能、安装尺寸、技术条件、净化装置及增压器等。"
1395,"T12","机体与运动件",1374,1,"缸体、缸套、缸盖、活塞、连杆、曲轴等。"
1396,"T13","进排气与燃油供给系统",1374,1,"气门及其弹簧、进排气支管、化油器、燃油箱等。"
1397,"T14","润滑、冷却系统与加热装置",1374,1,"机油泵、散热泵、风扇、发动机预热塞等。"
1398,"T20","汽车底盘与车身综合",1375,1,"底盘与车身的标志、车身制图等。"
1399,"T21","传动系统",1375,1,"离合器、变速器、液力偶合器、液力变扭器、主传动器和差速器、传动轴等。"
1400,"T22","承载系统",1375,1,"从动轴、车架、保险杠、牵引装置、悬挂、减震器、轮毂、轮网、车轮防滑装置等。轮胎入G41。"
1401,"T23","转向与操纵系统",1375,1,"转向盘、转向器、变速杆排挡位置、操纵踏脚板位置等。"
1402,"T24","制动系统",1375,1,"液压制动、气压制动、手制动装置等。"
1403,"T25","底盘其他设备",1375,1,"绞盘、自卸车举升机构等。"
1404,"T26","车身（驾驶室）及附件",1375,1,"外部和内部尺寸、驾驶员的位置与视野、乘客座椅和头枕，轿车行李箱容积、车门铰链、风挡玻璃的除霜和除雪系统等。门锁、玻璃升降器、暖风装置、冷气装置、刮水器、大灯和风挡玻璃清洗器、后视镜、反光镜、遮阳板等。"
1405,"T27","车箱",1375,1,"槽式、厢式、罐式、专用车厢及其锁紧机构等。"
1406,"T28","车前板金零件",1375,1,"散热器罩、发动机罩、翼子板、挡泥杆、脚踏板等。"
1407,"T30","车辆通用零部件综合",1376,1,"紧固件的强度分级、拧紧力矩及通孔尺寸系列等。"
1408,"T31","紧固件",1376,1,"螺栓、螺钉、螺柱、螺母、挡圈、垫圈、铆钉、开口销、圆销键等。"
1409,"T32","螺塞、管件",1376,1,"磁性螺塞、管接头、管卡等。"
1410,"T33","润滑件、密封件、联接件",1376,1,
1411,"T34","其他",1376,1,"保险阀、通气塞、铅封等。"
1412,"T35","车用电子、电气设备与仪表综合",1377,1,"术语、符号、型号、电线颜色选用规则、电气设备基本技术条件等。"
1413,"T36","电子、电气设备",1377,1,"自动空调、燃油喷射等电子装置，音响设备、点烟器、直流和交流发电机、起动机、磁电机、电线接头及汽车电器试验台等。牵引电气设备入K63。"
1414,"T37","点火装置",1377,1,"各种类型火花塞、分电器、高压线圈、集电器、高压阻尼线、火花塞板紧扭矩等。电热塞、锅炉高能点火器等入此。"
1415,"T38","照明与信号设备",1377,1,"车前大灯、信号灯、牌照灯等。"
1416,"T39","车用仪表急测试设备",1377,1,"车速里程表、电流表、油量表、水温表、机油压力表、机油温度表、转速表等。汽车性能测试用第五轮仪、减速仪、流量计、油耗计及测功机等。"
1417,"T40","汽车综合",1378,1,"汽车分类命名、基本参数系列、设计计算方法、通用技术条件、随车工具等。"
1418,"T41","轿车",1378,1,"各种轿车的品种、规格、技术条件、定型规程及试验方法等。"
1419,"T42","客车",1378,1,"中型、大型客车及旅游汽车的品种、规格、技术条件、定型规程及试验方法等。"
1420,"T43","载货汽车",1378,1,"微型、轻型、中型、重型载货汽车的品种、规格、技术条件、定型规程及试验方法等。"
1421,"T44","越野汽车",1378,1,"微型、轻型、中型、重型越野汽车的品种、规格、技术条件、定型规程及试验方法等。"
1422,"T45","牵引汽车",1378,1,"配重牵引汽车和鞍式牵引汽车的品种、规格、技术条件、定型规程及试验方法等。"
1423,"T46","自卸汽车",1378,1,"非改装的自卸汽车品种、规格、技术条件、定型规程及试验方法等。载货汽车改装的自卸汽车入T59。"
1424,"T47","新能源汽车及其他类型汽车",1378,1,"电磁动力能、太阳能、原子能及氢（氧）气汽车、低级能源汽车（蒸汽、煤气、沼气、压缩气体、渣油为动力的机车），电动汽车（以蓄电池、柴油机、发电机为动力的电动汽车），燃气轮汽车与喷气汽车的品种、规格、技术条件、定型规程及试验方法等。"
1425,"T50","专用汽车综合",1379,1,"专用汽车分类命名、参数条例、设计计算方法、通用技术条件等。"
1426,"T51","市政专业汽车",1379,1,"环境卫生车、广播录音车、电视录像车、电视转播车、邮政车、警车、消防车等。"
1427,"T52","生活服务汽车",1379,1,"食品运输车、冷藏车、保温车、售货车等。"
1428,"T53","工程汽车",1379,1,"高空作业车、工程救险车、水泥罐车、专用工程车等。"
1429,"T54","农、牧、副、渔用汽车",1379,1,"粉状粮食运输车、农业灌溉车、活鱼运输车、养蜂车、饲料加工车、牲畜运输车、牧草运输车、禽蛋运输车、液态化肥罐车、农机修理车及农用挂车等。"
1430,"T55","林业、煤炭运输汽车",1379,1,"木材运输车、煤炭运输车等。"
1431,"T56","医疗、防疫汽车",1379,1,"救护车、急救车、X光透视车、防疫监测车、流动医疗车等。"
1432,"T57","集装箱专用汽车",1379,1,"集装箱专用挂车入T71。"
1433,"T58","油罐汽车",1379,1,"石油罐车、汽油（柴油、煤油）罐车、润滑油罐车、液体石油汽罐车等。"
1434,"T59","其他专用汽车",1379,1,"载货汽车改装的自卸汽车入此。内燃机入J90/96，与汽车通用的零部件入T30/34。"
1435,"T60","拖拉机综合",1380,1,"术语、型号、参数、安全要求、使用与维修等。"
1436,"T61","拖拉机",1380,1,"轮式、手扶式、履带式、船形等拖拉机的规格、技术条件、试验方法、检验规则等。"
1437,"T62","液压悬挂系统",1380,1,"泵、分配器、油缸、操纵机构、管路、油箱、液压输出装置、提升器、悬挂装置等。"
1438,"T63","传动系统",1380,1,"离合器、变速器、传动轴、后桥、最终传动、分动箱、液压操纵装置等。"
1439,"T64","行走系统",1380,1,"车架、车轮、输毂、轮辋、前轴、悬架、履带等。"
1440,"T65","转向系统",1380,1,"转向盘、转向器、转向传动机构、转向液压操纵机构等。"
1441,"T66","制动系统",1380,1,"机械、液压、气制动系统、手制动装置等。"
1442,"T67","动力输出轴、牵引装置",1380,1,"牵引装置、拖挂装置、动力输出轴、皮带轮等。"
1443,"T68","电器、仪表",1380,1,"与汽车通用的电器和仪表入T35/39。"
1444,"T69","驾驶室与其他",1380,1,"驾驶室、燃油箱、机罩等。"
1445,"T70","挂车综合",1381,1,"术语、符号、轴负荷分配的计算方法、通用的技术条件等。"
1446,"T71","挂车",1381,1,"挂车、半挂车及专用挂车。"
1447,"T72","牵引装置",1381,1,"钩环牵引装置、球形牵引装置、鞍式牵引机构和主销等。"
1448,"T73","承载系统",1381,1,"转盘、车架、悬挂、车轴、轮毂、轮辋、半挂车的支承装置等。轮胎入G41。"
1449,"T74","制动系统",1381,1,"气压、真空、电磁制动系统，挂车制动联结装置、分配阀、制动气室、储气筒等。"
1450,"T75","车箱",1381,1,"槽式、厢式、罐式、专用车箱及其锁紧机构等。"
1451,"T76","电气设备与灯具",1381,1,"挂车的电气联结装置、转向信号灯、制动灯、牌照灯、示廓灯等。"
1452,"T80","摩托车综合",1382,1,"二轮摩托车、三轮摩托车、轻便摩托车的分类命名、参数系列、设计计算方法、通用技术条件、台架和道路行驶试验方法等。"
1453,"T81","发动机",1382,1,"发动机的系列、重量、性能、安装尺寸、技术条件、净化装置、供油与润滑等。"
1454,"T82","传动和制动系统",1382,1,"离合器、变速器、链条和链轮、制动器、钢丝绳锁止块等。"
1455,"T83","承载系统",1382,1,"车座、车架、减震器、轮辋、辐条和螺母等。轮胎入G41。"
1456,"T84","转向与操纵系统",1382,1,"操纵机构的位置和标记符号、手把的角度和宽度等。"
1457,"T85","电子、电气设备",1382,1,"磁电机、电点火用防干扰装置、喇叭、照明和信号装置、速度警报器等。"
1458,"T90","无轨电车与其他车辆综合",1383,1,
1459,"U00/09","船舶综合",19,1,
1460,"U10/19","船舶总体",19,1,
1461,"U20/29","舾装设备",19,1,
1462,"U30/39","船舶专用装备",19,1,
1463,"U40/49","船用主辅机",19,1,
1464,"U50/59","船舶管路附件",19,1,
1465,"U60/69","船舶电气、观通、导航设备",19,1,
1466,"U80/89","船舶制造工艺装备",19,1,
1467,"U90/99","造船专用工艺设备",19,1,
1468,"U00","标准化、质量管理",1459,1,"标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。"
1469,"U01","技术管理",1459,1,"技术文件管理，能源管理，设备、工具管理等。"
1470,"U02","经济管理",1459,1,"计划、供销、财务、劳资管理等。"
1471,"U04","基础标准与通用方法",1459,1,"术语、符号、标志、分类命名、协调要素、设计计算方法、环境条件等。通用的环境条件及其试验方法入A21。"
1472,"U05","船舶用材料及其检验方法",1459,1,"船舶专用材料及材料选用及其检验方法等。船体防护技术入此。通用的金属、非金属材料入H、G、Q类。"
1473,"U06","船舶工艺",1459,1,
1474,"U07","电子计算机应用",1459,1,
1475,"U08","标志、包装、运输、贮存",1459,1,
1476,"U09","卫生、安全、劳动保护",1459,1,
1477,"U10","船舶总体综合",1460,1,"船型系列型谱入此。"
1478,"U11","船舶理论与船模试验",1460,1,
1479,"U12","船体通用结构",1460,1,"仓壁、甲板、上层建筑、基座、船舱、护舷材、木质敷设机构等。"
1480,"U13","海洋交通运输船总体",1460,1,"集装箱船入此。"
1481,"U14","内河交通运输船总体",1460,1,
1482,"U15","渔船总体",1460,1,
1483,"U16","工程船、调查船总体",1460,1,
1484,"U17","海洋平台总体",1460,1,
1485,"U18","小型船总体",1460,1,"水泥船、玻璃钢船、游艇、帆船、气垫船、深潜器等。农用船入此。"
1486,"U20","舾装设备综合",1461,1,
1487,"U21","系泊设备",1461,1,"锚、锚链、系泊、顶推装置等。"
1488,"U22","甲板机械",1461,1,"起锚机、绞盘、起货机、起艇机、舵机等。"
1489,"U23","消防设备",1461,1,"通用消防技术与设备入C80/89。"
1490,"U24","船用装置",1461,1,"起重、拖曳、操舵装置等。"
1491,"U25","舱室设备",1461,1,"船用家具，厨房、卫生、医疗设备、舱室属具等。"
1492,"U26","舱面属具",1461,1,"关闭设备、梯、栏杆、天幕、甲板用具等。"
1493,"U27","救生设备",1461,1,"救生设备及救生属具、吊艇设备及艇架等。"
1494,"U28","水下舾装",1461,1,
1495,"U30","船舶专用装备综合",1462,1,
1496,"U31","海洋交通运输船专用设备",1462,1,
1497,"U32","内河交通运输床专用设备",1462,1,
1498,"U33","渔船专用装备",1462,1,
1499,"U34","工程船、调查船专用装备",1462,1,
1500,"U35","海洋平台专用装备",1462,1,
1501,"U37","小型船装备",1462,1,
1502,"U40","船用主辅机综合",1463,1,
1503,"U41","船用锅炉与蒸汽机",1463,1,"船用主、副锅炉及其附件，蒸汽机等。"
1504,"U42","机舱设备",1463,1,"海水淡化装置、热交换器、机舱各种容器、防污染设备等。"
1505,"U43","船用气轮机与燃气轮机",1463,1,
1506,"U44","船用内燃机",1463,1,"船用内燃机总体、零部件、附件等。"
1507,"U46","船用核动力装置",1463,1,"反应堆入F60/69。"
1508,"U47","舱室辅机",1463,1,"船用泵、风机、压缩机，空调与制冷装置等。"
1509,"U48","轴系设备",1463,1,"尾轴设备、制动器、联轴器、离合器、减速器、并车装置、特种推进装置、可调螺旋桨及其装置等。"
1510,"U50","船舶管路附件综合",1464,1,
1511,"U52","船用阀件",1464,1,"船用截止阀、止回阀、截止止回阀、减压阀、安全阀、节流阀、泄放阀、通海阀、防浪阀、阀箱等。"
1512,"U53","船用闸阀与旋塞",1464,1,"船用蝶阀、闸阀、球阀、旋塞等。"
1513,"U54","船用通风附件",1464,1,"船用通风头、配风器、通风栅、通风闸阀、通风管件等。"
1514,"U55","船用管件",1464,1,"船用管路支架、管接头、通舱管件、法兰、注水管、液位表等。"
1515,"U56","船用通信遥控与操纵附件",1464,1,"船用传令钟发送与接受器、传话管及其附件、传动附件等。"
1516,"U57","船用液压、气动元件及附件",1464,1,
1517,"U60","船舶电气、观通、导航设备综合",1465,1,
1518,"U61","船用发电、变电与配电设备",1465,1,"船用电机、变压器、变流变频机、电站、化学电源、配电设备等。"
1519,"U62","船用电控装置及测量设备",1465,1,"船用电控、遥测、自动化设备及测量设备等。"
1520,"U63","床用照明与其他电器",1465,1,"船用灯具（含信号灯）、电热设备、其他电器等。"
1521,"U65","导航设备",1465,1,"船舶导航系统与导航设备（含普航设备）等。"
1522,"U66","船舶通信设备",1465,1,"船用有线及无线电通信设备等。"
1523,"U67","水声设备",1465,1,
1524,"U68","船舶观察设备",1465,1,
1525,"U69","船用电气安装件",1465,1,"船用电缆安装与保护元件，灯具安装支架，电器安装支架及底座，接地装置元件等。"
1526,"U80","船舶制造工艺装备综合",1466,1,
1527,"U81","船体制造工艺装备",1466,1,
1528,"U82","轮机制造工艺装备",1466,1,
1529,"U83","电气设备制造工艺装备",1466,1,
1530,"U84","船舶仪表制造工艺装备",1466,1,
1531,"U90","造船专用工艺设备综合",1467,1,
1532,"U91","造船专用设备",1467,1,
1533,"U92","制造主辅机专用设备",1467,1,
1534,"U93","造船用仪器仪表专用设备",1467,1,
1535,"U99","造船用其他设备",1467,1,
1536,"V00/09","航空、航天综合",20,1,
1537,"V10/19","航空、航天材料与工艺",20,1,"通用金属材料入H类，通用非金属材料入G类和Q类各有关类目。"
1538,"V20/29","航空器与航天器零部件",20,1,"通用机械零部件入J10/29，橡胶密封件入G43。"
1539,"V30/34","航空发动机及其附件",20,1,
1540,"V35/49","航空器及其附件",20,1,
1541,"V50/59","航空运输与地面设备",20,1,
1542,"V70/79","航天器及其附件",20,1,
1543,"V80/89","航天地面设备",20,1,
1544,"V90/99","航空器与航天器制造用设备",20,1,"通用工艺装备入J40/49。"
1545,"V00","标准化、质量管理",1536,1,"标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。"
1546,"V01","技术管理",1536,1,"技术文件管理，能源管理，设备、工具管理等。"
1547,"V02","经济管理",1536,1,"计划、供销、财务、劳资管理等。"
1548,"V04","基础标准与通用方法",1536,1,"术语、符号、分类命名、设计计算方法等。"
1549,"V05","可靠性",1536,1,"通用的可靠性及其试验方法入A20。"
1550,"V06","环境条件",1536,1,"通用的环境条件及其试验方法入A21。"
1551,"V07","电子计算机应用",1536,1,
1552,"V08","标志、包装、运输、贮存",1536,1,"航徽、航服入此。"
1553,"V09","卫生、安全、劳动保护",1536,1,"航空医学入C05。"
1554,"V10","航空、航天材料基础标准",1537,1,
1555,"V11","航空与航天用经书铸锻材料",1537,1,"经再加工的金属铸、锻材料，铸件和锻件材料选用及其检验方法等。"
1556,"V13","航空与航天用非金属材料",1537,1,"经再加工的非金属材料及其检验方法等。"
1557,"V15","复合材料与固体燃料",1537,1,
1558,"V16","热加工工艺",1537,1,
1559,"V18","冷加工工艺",1537,1,
1560,"V20","紧固件",1538,1,"航空器与航天器专用螺钉、螺母、螺栓、铆钉等。"
1561,"V21","管件、卡箍、密封件",1538,1,"航空器与航天器专用管路附件、卡箍、密封件等。"
1562,"V22","机械配件、构件",1538,1,"航空器与航天器操纵系统配件、传动系统配件、机件结构构造等。"
1563,"V23","弹性元件",1538,1,
1564,"V25","电子元器件",1538,1,"航空器与航天器专用插件、继电器等。通用接插件、继电器入L24/25"
1565,"V26","传感元件",1538,1,"传感器、应变片、应变丝等。通用的传感元件入N05。"
1566,"V27","电气装置用结构件",1538,1,"各种封头帽盖及其他结构件。"
1567,"V28","航天用起爆点火装置",1538,1,"电发火管、点火器、爆炸螺栓等。"
1568,"V29","航天用液压元件与附件",1538,1,"液压马达、作动筒等。"
1569,"V30","发动机总体",1539,1,"总体要求、实验规范、结构强度等。"
1570,"V31","发动机辅助系统及其附件",1539,1,"起动点火系统、操纵调节系统、滑油系统等及其附件。"
1571,"V32","发动机零部件",1539,1,"专用零部件及机构件。"
1572,"V35","航空器及其附件综合",1540,1,"航空器适航性条例等。"
1573,"V36","总体技术要求",1540,1,"气动、结构、强度的要求等。"
1574,"V37","操纵系统及其附件",1540,1,"人工操纵和自动飞行控制系统，特殊控制系统等。"
1575,"V38","液压、冷气系统及其福建",1540,1,
1576,"V39","燃油系统及其附件",1540,1,"燃油系统安全规范入此。"
1577,"V40","电气系统与设备",1540,1,
1578,"V41","导航通讯系统与设备",1540,1,"仪表导航、无线电导航、航空器内通信、导航通信识别系统与设备。通用雷达、导航设备入M53。"
1579,"V42","起飞着陆装置",1540,1,"着陆机轮及附件、刹车系统、阻力伞等。"
1580,"V43","动力安装与操纵",1540,1,"安装与操纵要求，火警系统试验与安装等。"
1581,"V44","生命保障系统与设备",1540,1,"空调、救生、生活系统，人类工效规范，试验程序等。"
1582,"V45","航空仪表",1540,1,"驾驶导航仪表、发动机仪表，自动化仪表与显示装置、飞行环境记录装置、突防装置等。通用仪表入N类。"
1583,"V46","航空器试验设备",1540,1,"风洞、试车台试验设备等。"
1584,"V47","航空气球",1540,1,"气象用航空气球等。"
1585,"V50","航空运输与地面设备被综合",1541,1,"飞机选型、代号、标号，飞机使用年限与报废标准等。"
1586,"V51","客运",1541,1,"客运业务管理、订票系统及设备、机舱设备、服务设备、检查标准及票证格式等。"
1587,"V52","货运",1541,1,"货运业务管理、航空集装箱运输、散杂件、特种货物、危险货物运输及运输装卸规章制度等。"
1588,"V53","通用航空",1541,1,"农业、林业航空技术设备、航空摄影、探矿、吊挂、救护技术设备等。"
1589,"V54","空中交通管制",1541,1,"通信导航、航行管制、气象情报、飞机跑道灯光、安全保障、助航等系统及设备等。"
1590,"V55","航空器维护与管理",1541,1,"飞机本体、发动机、机载设备、安全设备、仪表、滑油控制系统等的维修检测。"
1591,"V56","机场地面服务系统及设备",1541,1,"航班显示系统、指挥控制系统、安全检查系统、航油管理系统等及设备，旅客通道设备、机库管理及设备等。"
1592,"V57","特种车辆",1541,1,"飞机牵引车、电源车、充氧车、加油车、客梯等。通用车辆入T类。"
